-1.864987698,0.01101362,717.3229834
-1.619376928,0.02324477,1362.913668
-2.194664576,0.0858973,358.6614917
-2.321716415,0.11942964,1255.315221
-2.448614458,0.12864489,2725.827337
-1.62023989,0.09592796,537.9922376
-2.196185439,0.13799418,789.0552818
-2.458850376,0.18913044,1865.039757
-2.327218862,0.18974479,3443.15032
-2.026028253,0.19665902,573.8583867
-2.458064312,0.2428358,1147.716773
-1.464368559,0.1513535,502.1260884
-2.327278671,0.2431709,1291.18137
-1.826795249,0.1971505,2044.370503
-2.197219284,0.24437726,1147.716773
-1.357275907,0.15254869,645.5906851
-2.458782023,0.29664169,1147.716773
-1.622076887,0.19722869,1219.449072
-2.327611894,0.29698796,1936.772055
-1.161904868,0.15433589,932.5198784
-2.196834796,0.29784805,2474.764293
-2.459679161,0.35014599,502.1260884
-0.826503395,0.12167481,466.2599392
-2.328133088,0.35039173,2187.835099
-0.357231833,0.05380589,5092.993182
-2.198372747,0.35106193,1613.976713
-2.46014909,0.40316998,1219.449072
-0.207982236,0.03581102,1362.913668
-2.328355237,0.40366146,896.6537293
-2.198432556,0.4044657,1685.709011
-2.460089281,0.45659609,1470.512116
-2.329004594,0.45699821,932.5198784
-2.460140546,0.5099105,1721.57516
-2.198953751,0.45766841,1327.047519
-1.943636802,0.40699012,2367.165845
-2.328585929,0.51042432,3227.953425
-0.268791108,0.06201584,1327.047519
-2.199022104,0.51100516,2654.095039
-2.329440346,0.5634148,6240.709956
-2.19932115,0.56416319,7280.828282
-1.674802972,0.4500393,502.1260884
-2.32903877,0.64038727,13091.14445
-1.569239727,0.45140204,609.7245359
-2.199953419,0.64167182,5846.182315
-1.820814329,0.55408785,1506.378265
-1.467025797,0.45257489,717.3229834
-2.277030395,0.7350977,5021.260884
-2.278081328,0.82139712,3048.62268
-2.531262234,0.99875438,1721.57516
-2.27898701,0.90664656,2618.228889
-2.471077086,1.00080966,4160.473304
-2.390180865,1.00324472,251.0630442
-2.245254619,1.00567978,1793.307459
-2.006932028,1.21234712,2797.559635
-1.952770522,1.22801863,322.7953425
-0.500133111,0.32867725,286.9291934
-2.001626097,1.40099725,753.1891326
-2.69316575,1.93367221,2797.559635
-1.593377013,1.15417376,394.5276409
-0.670649152,0.50288457,322.7953425
-1.233000924,0.96830496,358.6614917
-0.838020939,0.69729842,860.7875801
-2.099764458,1.82805986,2510.630442
-2.16552895,1.91569968,5092.993182
-1.818926066,1.69083641,1362.913668
-2.080693866,2.01210795,394.5276409
-1.860980481,1.88502686,1865.039757
-0.673725054,0.71930332,645.5906851
-0.88207469,0.95027658,1829.173608
-1.539676891,1.66494435,2438.898144
-1.738619393,1.88143012,1434.645967
-0.781407255,0.85922991,3765.945663
-0.799247486,0.89850363,789.0552818
-1.635978255,1.88913742,2008.504354
-1.740840878,2.03667078,3622.481066
-0.675408256,0.81958758,932.5198784
-0.57398039,0.72011873,502.1260884
-0.376695457,0.54356571,609.7245359
-0.574988602,0.83162884,466.2599392
-1.311914897,1.89986062,1040.118326
-1.311530409,1.92721595,1398.779818
-0.393672727,0.66756388,717.3229834
-0.43889703,0.81654934,573.8583867
-0.254462532,0.57172528,502.1260884
-0.487051983,1.88859009,1685.709011
-0.227257888,0.92159202,3765.945663
-0.349311386,1.57778484,3227.953425
-0.455276208,2.14576817,3622.481066
-0.360017233,1.93753703,4196.339453
-0.267244613,1.4738815,2654.095039
-0.261648181,1.5653638,1721.57516
-0.181606377,1.27275448,502.1260884
-0.171507166,1.56106335,1578.110564
-0.133254907,1.64005759,932.5198784
-0.138791531,1.8800227,4483.268646
-0.005075238,1.46110302,1219.449072
0.127658475,1.72054861,5021.260884
0.188578421,2.3608912,71.73229834
0.063688258,0.78868019,1721.57516
0.168388543,1.75537667,1613.976713
0.217081779,1.89157248,4160.473304
0.0669265,0.54550929,2367.165845
0.161937693,1.2156311,2474.764293
0.227018651,1.61027837,2187.835099
0.337358089,2.0007704,251.0630442
0.343561158,1.86950056,1721.57516
0.419706819,2.08127259,789.0552818
0.403797571,2.00103848,1793.307459
